Curation,Variable ID,Variable name,Variable synonyms,Context of use,Growth stage,Variable status,Variable Xref,Institution,Scientist,Date,Language,Crop,Trait ID,Trait name,Trait class,Trait descriptio,Trait synonyms,Main trait abbreviation,Alternative trait abbreviations,Entity,Attribute,Trait status,Trait Xref,Method ID,Method name,Method class,Method descriptio,Formula,Method reference,Scale ID,Scale name,Scale class,Decimal places,Lower limit,Upper limit,Scale Xref,Category 1,Category 2,Category 3,Category 4,Category 5,Category 6,Category 7,Category 8,Category 9,Category 10
,CO_358:0001299,PM_E_1to5,plot maturity (1-5),Germplasm evaluation,,,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000035,Plot maturity,Phenological,The stage of maturation of the plot at the time of observation,,PM,,Plant,Maturity,,,CO_358:0000876,PM - Estimation,Estimation,Estimating relative maturity of entries when earliest cotton had all bolls open,,,CO_358:0001032,1-5 early-late plot maturity scale,Ordinal,,,,,1=early,2=medium early,3=medium,4=late,5=extremely late,,,,,
,CO_358:0001300,CTBWR_E_1to5,cotton bollworm resist (1-5),Germplasm evaluation,,Standard for CN,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000366,Cotton bollworm resistance,Biotic stress,Resistance to cotton bollworm (Helicoverpa gelotopoeon),,CTBWR,,Plant,Bollworm resistance,,,CO_358:0000863,CTBWR - Estimation,Estimation,Bollworm resistance,,,CO_358:0001033,1-5 low-high disease susceptible scale,Ordinal,,,,,1=high resistant,2=resistant,3=medium resistant,4=susceptive,5=high susceptive,,,,,
,CO_358:0001301,FWR_E_1to5,fusarium wilt resist (1-5),Germplasm evaluation,,Standard for CN,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000398,Fusarium wilt resistance,Biotic stress,Resistance to fusarium wilt (Fusarium oxysporum),,FWR,,Plant,Fusarium wilt resistance,,,CO_358:0000887,FWR - Estimation,Estimation,Fusarium wilt resistance,,,CO_358:0001033,1-5 low-high disease susceptible scale,Ordinal,,,,,1=high resistant,2=resistant,3=medium resistant,4=susceptive,5=high susceptive,,,,,
,CO_358:0001302,APR_E_1to5,aphid resist (1-5),Germplasm evaluation,,Standard for CN,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000351,Aphid resistance,Biotic stress,Resistance to aphid (Aphis gossypii),,APR,,Plant,Aphid resistance,,,CO_358:0000909,APR - Estimation,Estimation,"Observation the host reaction to aphids, and rate it from immune/resistant to susceptible",,,CO_358:0001033,1-5 low-high disease susceptible scale,Ordinal,,,,,1=high resistant,2=resistant,3=medium resistant,4=susceptive,5=high susceptive,,,,,
,CO_358:0001303,ANR_E_1to5,anthracnose resist (1-5),Germplasm evaluation,,Standard for NCGC,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000832,Anthracnose resistance,Biotic stress,Resistance to anthracnose (Colletotrichum gossypii),,CGR,,Plant,Coletotrichum resistance,,,CO_358:0000914,CGR - Estimation,Estimation,"Observe the plants and give number of level that are resistance to anthracnose diseases (1 = Immune, 5 = Highly Susceptible)",,,CO_358:0001033,1-5 low-high disease susceptible scale,Ordinal,,,,,1=high resistant,2=resistant,3=medium resistant,4=susceptive,5=high susceptive,,,,,
,CO_358:0001304,PKBWR_E_1to5,pink bollworm resist (1-5),Germplasm evaluation,,Standard for CN,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000420,Pink bollworm resistance,Biotic stress,Resistance to pink bollworm (Pectinophora gossypiella),,PKBWR,,Plant,Pink bollworm resistance,,,CO_358:0000919,PKBWR - Estimation,Estimation,Pink bollworm resistance,,,CO_358:0001033,1-5 low-high disease susceptible scale,Ordinal,,,,,1=high resistant,2=resistant,3=medium resistant,4=susceptive,5=high susceptive,,,,,
,CO_358:0001305,SPMR_E_1to5,spider mite resist (1-5),Germplasm evaluation,,Standard for CN,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000445,Spider mite resistance,Biotic stress,Resistance to spider mite (Tetranychus spp.),,SPMR,,Plant,Spider mite resistance,,,CO_358:0000937,SPMR - Estimation,Estimation,Spider mite resistance,,,CO_358:0001033,1-5 low-high disease susceptible scale,Ordinal,,,,,1=high resistant,2=resistant,3=medium resistant,4=susceptive,5=high susceptive,,,,,
,CO_358:0001306,VWR_E_1to5,verticillium wilt resist (1-5),Germplasm evaluation,,,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000052,Verticillium wilt resistance,Biotic stress,Resistance to verticillium wilt (Verticillium dahliae),,VWR,,Plant,Verticillium wilt resistance,,,CO_358:0000990,VWR - Estimation,Estimation,Verticiliium wilt resistance estimation,,,CO_358:0001033,1-5 low-high disease susceptible scale,Ordinal,,,,,1=immune,2=high resistant,3=resistant,4=tolerant,5=susceptive,,,,,
,CO_358:0001307,PS_E_1to5,plant shape (1-5),Germplasm evaluation,,,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000033,Plant shape,Morphological,The shape and structure of plant,,PS,,Plant,Shape,,,CO_358:0000888,PS - Estimation,Estimation,Growth pattern of stem and branches,,,CO_358:0001034,1-5 plant shape scale,Nominal,,,,,1=normal,2=spreading,3=prostrate,4=pyramid,5=stovepipe,,,,,
,CO_358:0001308,PMGw_E_1to5,plot growth stage (1-5),Germplasm evaluation,,,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000035,Plot maturity,Phenological,The stage of maturation of the plot at the time of observation,,PM,,Plant,Maturity,,,CO_358:0000877,PM - Estimation,Estimation,Estimating the growth stage of the plot at the time of observation,,,CO_358:0001035,1-5 plot growth stage scale,Text,,,,,1=not flowering,2=flowering no boll,3=boll open<1/2,4=boll open>1/2,5=complete (all boll open),,,,,
,CO_358:0001309,FL_E_1to5,FL (1-5),Germlasm evaluation,,,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000011,Fiber length,Quality,Fiber length is measured on a beard of cotton fibers on HVI systems and is reported in hundredths of an inch and equivalent staple length in thirty-seconds of an inch,,FL,,Fiber,Length,,,CO_358:0000879,FL - Estimantion,Estimation,Fiber length estimation,,,CO_358:0001036,1-5 short-long fiber length scale,Ordinal,,,,,1=Extra long,2=Long,3=Relatively long,4=Intermediate,5=Short,,,,,
,CO_358:0001310,FlmCol_E_1to,filament color (1-6),Germplasm evaluation,,,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000271,Filament color,Morphological,The color of filament (stamen) of flower,,FlmCol,FILACL,Filament,Color,,,CO_358:0000884,Filament_Col - Estimantion,Estimation,Filament color,,,CO_358:0001037,1-6 filament color scale,Nominal,,,,,1=white,2=cream,3=yellow,4=pink,5=red,6=purple,,,,
,CO_358:0001311,LFCL_E_1to6,lesf color (1-6),Germplasm evaluation,,,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000020,Leaf color,Morphological,Coloration of mature leaf,,LFCL,,Leaf,Color,,,CO_358:0000970,LFCL - Estimation,Estimation,The degree of red coloration to the leaf color. ,,,CO_358:0001038,1-6 leaf color scale,Nominal,,,,,1=green,2=red,3=dark red,4=bronze,5=light green,6= virescent,,,,
,CO_358:0001312,LSTDS_E_1to6R,LSTDS (1-6),Trial evaluation,,,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000857,Target leaf spot disease severity,Biotic stress,Severity of target leaf spot disease (or corynespora leaf spot) caused by fungus Corynespora cassiicola,,LSTDS,,Plant,Target leaf spot disease severity,,,CO_358:0000927,LSTDS - Estimation,Estimation,"Presence of target leaf spot disease based upon: 1= none, 2=lower leaves, 3= middle leaves, 4= middle leaves and defoliation, 5= upper leaves and defoliation, and 6= plant death",,,CO_358:0001039,1-6 low-high disease severity rating,Numerical,1,1,6,,,,,,,,,,,
,CO_358:0001313,DTL_E_1to6,trichome density on leaf (1-6),Germplasm evaluation,,,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000050,Trichome density on leaf,Morphological,The degree or relative density of trichome on leaf,,DTL,,Leaf,Trichome density,,,CO_358:0000929,DTL - Estimation,Estimation,"Relative density of hairs on the leaf surfaces (expanded leaves at the fourth node). Code description: none=hairs appear to be absent from leaf surfaces; few=leaf hairs are at a low frequency; moderate=leaf hairs are at a commonly seen density; hairy=density is greater than most cotton cultivars' density; very hairy=highest density seen on leaf surfaces; pilose=leaf hairs are short and may lend a soft, velvety feel to leaf surface. ",,,CO_358:0001040,1-6 low-high DTL scale,Ordinal,,,,,1=none,2=sparse,3=moderate,4=hairy,5=very hairy,6=pilose,,,,
,CO_358:0001314,DTS_E_1to6,trichome density on stem (1-6),Germplasm evaluation,Mature,,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000051,Trichome density on stem,Morphological,The degree or relative density of trichome on stem,,DTS,,Stem,Trichome density,,,CO_358:0000965,DTS - Estimation,Estimation,"Stem hair density on the mature, expanded stem, fourth node, or older. Code description: none=hairs appear to be absent from stems; few=stem hairs are at low frequency; moderate=stem hairs are at a regular and commonly seen density for most cotton cultivars; hairy=stem hair density is greater than that normally seen on most cotton cultivars; very hairy=highest density seen on stems; pilose=stem hairs are short and may lend a soft, velvety feel to leaf surfaces",,,CO_358:0001041,1-6 low-high DTS scale,Ordinal,,,,,1=none,2=few,3=moderate,4=hairy,5=very hairy,6=pilose,,,,
,CO_358:0001315,LclNPB_E_1to6,locule number per boll (1-6),Germplasm evaluation,,,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000852,Number of locules per boll,Morphological,Number of locules (cavities or chambers) per boll,,LCLNPB,,Boll,Locule number,,,CO_358:0000896,LCLNPB - Estimation,Estimation,Locule number per boll. ,,,CO_358:0001042,1-6 low-high number scale,Ordinal,,,,,1= one locule,2= two locules,3=three locules,4= four locules,5=five locules.,6=greater than five locules ,,,,
,CO_358:0001316,BollCol_E_1to7,boll color (1-7),Germplasm evaluation,,,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000003,Boll color,Morphological,Coloration on boll surfaces,,BollCol,BOLLCL,Boll,Color,,,CO_358:0000968,BollCol - Estimation,Estimation,The degree of red coloration to the boll,,,CO_358:0001043,1-7 boll color scale,Nominal,,,,,1=green,2=dark green,3=light green,4= red green,5=red,6=sun red,7= blue yellow,,,
,CO_358:0001317,BrSp_E_1to7,bract shape (1-7),Germplasm evaluation,,,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000255,Bract shape,Morphological,"Bract shape (BRACTSP), shape of bract",,BrSp,BRACTSP,Bract,Shape,,,CO_358:0000864,BRACTSP - Estimantion,Estimation,Bract shape. ,,,CO_358:0001044,1-7 bract shape scale,Nominal,,,,,1=cordate,2=narrow coil,3=ovule,4=sword,5=lanceolate,6=triangle,7=three teeth,,,
,CO_358:0001318,DTP_E_1to7,trichome density on plant (1-7),Germplasm evaluation,,,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000380,Trichome density on plant,Morphological,The degree or relative density of trichome on plant,,DTP,,Plant,Trichome density,,,CO_358:0000889,DTP - Estimation,Estimation,Hairiness of the plant,,,CO_358:0001045,1-7 low-high DTP scale,Ordinal,,,,,1=naked,2=very weak,3=weak,4=,5=middle,6=,7=strong,,,
,CO_358:0001319,DTS_E_1to7R,trichome density on stem,Trial evaluation,,Standard for RBTN,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000051,Trichome density on stem,Morphological,The degree or relative density of trichome on stem,,DTS,,Stem,Trichome density,,,CO_358:0000988,DTS - Estimation,Estimation,"Trichome density on stem apex is visually rated using reference scale of 1 (smooth), 3 (lightly hairy), 5 (hairy), 7(very hairy), and 9 (pilose) for six plants per plot",,,CO_358:0001046,1-7 low-high DTS rating,Numerical,1,1,7,,,,,,,,,,,
,CO_358:0001320,LfSp_E_1to7,leaf shape (1-8),Germplasm evaluation,Mature,,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000022,Leaf shape,Morphological,The shape and structure of leaf,,LFSP,,Leaf,Shape,,,CO_358:0000973,LFSP - Estimation,Estimation,"The general shape of the mature, expanded leaves (degree of lobing ). Code descriptipn: normal=leaf shape typically seen in cotton cultivars; okra=leaf shape is more dissected; sub okra=leaf shape is intermediate between normal and okra; super okra=leaf shape is highly dissected and lobing is sometimes absent and showing single leaf; laciniate=leaf shape includes spurs at the base of the leaf; ovate=leaf shape is rounded or oval; cordate=leaf shape is like an inverted heart shape",,,CO_358:0001047,1-8 leaf shape scale,Nominal,,,,,1= palmate,2=okra,3=sub okra,4=super okra,5=laciniate,6=ovate,7=cordate,8=nearly round,,
,CO_358:0001321,PH_E_1to8,plant height (1-8),Germplasm evaluation,Near the time of defoliation,Standard for NCGC,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000853,Plant height near defoliation,Agronomic,Height of the plant rated near the time of defoliation,,PH,,Plant,Height,,,CO_358:0000875,PH - Estimation,Estimation,Estimate plant (average) height for the plot to nearest foot. Code description: Plot height<1' (prostrate); 1-2' (dwarf); 2-3' (short); 3-4' (medium); 4-5' (med-tall); 5-6' (tall); 6-7' (very-tall); 7' (super-tall),,,CO_358:0001048,1-8 low-high scale,Ordinal,,,,,1=prostrate,2=dwarf,3=short,4=medium,5=med-tall,6=tall,7=very-tall,8=super-tall,,
,CO_358:0001322,LintCol_E_1to9,lint color (1-9),Germplasm evaluation,Fiber mature,,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000023,Lint color,Morphological,Coloration of mature fiber,,LintCol,LINTCL,Fiber,Color,,,CO_358:0000865,LINTCL - Estimation,Estimation,Color of mature fiber,,,CO_358:0001049,1-9 lint color scale,Nominal,,,,,1=white,2=off white,3=cream,4=light brown (tan),5=brown,6=dark brown (rust),7=Light green,8=green,9=Dark green,
,CO_358:0001323,DTL_E_1to9R,trichome density on leaf,Trial evaluation,,,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000050,Trichome density on leaf,Morphological,The degree or relative density of trichome on leaf,,DTL,,Leaf,Trichome density,,,CO_358:0000796,DTL - Estimation,Estimation,"Trichome density on abaxial side of leaf is visually rated using scale of 1 (smooth), 3 (lightly hairy), 5 (hairy), 7(very hairy), and 9 (pilose) for six leaves per plot",,,CO_358:0001050,1-9 low-high DTL rating,Numerical,1,1,9,,,,,,,,,,,
,CO_358:0001324,DTS_E_1to9R,trichome density on stem,Trial evaluation,,Standard for RBTN,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000051,Trichome density on stem,Morphological,The degree or relative density of trichome on stem,,DTS,,Stem,Trichome density,,,CO_358:0000987,DTS - Estimation,Estimation,"Trichome (or pubescence) density on leaf is visually rated using scale of 1 (smooth), 3 (lightly hairy), 5 (hairy), 7(very hairy), and 9 (pilose) for six leaves per plot",,,CO_358:0001051,1-9 low-high DTS rating,Numerical,1,1,9,,,,,,,,,,,
,CO_358:0001325,PetCol_E_1to9,petal color (1-9),Germplasm evaluation,,,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000028,Petal color,Morphological,Flower petal pigmentation,,PetCol,PETALCL,Petal,Color,,,CO_358:0000885,PETALCL - Estimation,Estimation,Flower petal color,,,CO_358:0001052,1-9 petal color scale,Nominal,,,,,1=cream,2=yellow,3=light yellow,4=red,5=white,6=light blue,7=golden,8=pink,9=purple,
,CO_358:0001326,PollCol_E_1to9,pollen color (1-9),Germplasm evaluation,,,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000036,Pollen color,Morphological,Pollen pigmentation,,PollCol,POLLENCL,Pollen,Color,,,CO_358:0000925,POLLENCL - Estimation,Estimation,Pollen color,,,CO_358:0001053,1-9 pollen color scale,Nominal,,,,,1=yellow,2=cream,3=light yellow,4=dark yellow,5=orange,6=pink,7=red,8=purple,9=white,
,CO_358:0001327,BN_Cnt_bllplt,BN per plant,Germplasm/QTL evaluation,At harvest,,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000779,Boll number,Agronomic,Number of mature bolls per plant,,BN,,Boll,Number,,,CO_358:0000780,BN - Counting,Counting,Number of bolls per plant was recorded on 10 plants each plot,,Guo et al.,CO_358:0001054,boll/plant,Numerical,2,0,,,,,,,,,,,,
,CO_358:0001328,MonoBrh_Cnt_brh,num of mono-branch,Germplasm evaluation,,,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000776,Monopodia branch number,Morphological,Number of monopodial branches,,MonoBrh,NMONOP,Monopodial branches,Number of branches,,,CO_358:0000777,Mono_branch - Counting,Counting,Number of monopodial branches counting,,,CO_358:0001055,branch,Numerical,0,0,,,,,,,,,,,,
,CO_358:0001329,SymBrh_Cnt_brh,num of sym-branch,Germplasm evaluation,,,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000782,Sympodia branch number,Morphological,Number of sympodia branches,,SymBrh,NSYMP,Sympodia branches,Number of branches,,,CO_358:0000783,Sym_branch - Counting,Counting,Number of sympodia branches counting,,,CO_358:0001055,branch,Numerical,0,0,,,,,,,,,,,,
,CO_358:0001330,SI_M_g1000Sd,SI 1000 Seed (g),Germplasm evaluation,,,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000856,Seed index (10xSI),Agronomic,"The mass of 1000 fuzzy seeds, in grams",,SI,,Seed,Weight,,,CO_358:0000485,SI - Measurement,Measurement,10x SI (seed index). Weight of 1000 seeds in grams,,,CO_358:0001056,g/1000seed,Numerical,2,0,,,,,,,,,,,,
,CO_358:0001331,LI_Cmp_g100sd,LI (g/100seed),Trial/Germplasm/QTL evaluation,,Standard for RBTN,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000411,Lint index,Agronomic,The weight of lint per 100 seed,,LI,,Fiber,Weight,,,CO_358:0000412,LI - Computation,Computation,LI (lint index) = (weight_25_boll_lint/(num_seed_per_boll*25))*100,LI (lint index) = (weight_25_boll_lint/(num_seed_per_boll*25))*100,,CO_358:0001057,g/100seed,Numerical,2,0,,,,,,,,,,,,
,CO_358:0001332,SCI_M_g100sd,SCI (g),QTL evaluation,,,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000428,Seed coat index,Agronomic,Weight in grams of seed coats per 100 seeds,,SCI,,Seed coat,Weight,,,CO_358:0000429,SCI - Measurement,Measurement,Weight in grams of seed coats per 100 seeds,,,CO_358:0001057,g/100seed,Numerical,2,0,,,,,,,,,,,,
,CO_358:0001333,SI_M_g100Sd,SI (g),"Variety test, Trial/Germplasm/QTL evaluation",,Standard for Cotton,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000042,Seed index,Agronomic,"The mass of 100 fuzzy seeds, in grams",,SI,,Seed,Weight,,,CO_358:0000477,SI - Measurement,Measurement,SI (seed index) = the weight of 100 sampled fuzzy seeds in grams,,,CO_358:0001057,g/100seed,Numerical,2,0,,,,,,,,,,,,
,CO_358:0001334,FSCI_M_idx,FSCI,QTL evaluation,,,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000531,Fiber spin consistency index,Quality,The spinning consistency index (FSCI) is a calculation for predicting the overall quality and spinnability of the cotton fiber,,FSCI,,Fiber,Spin consistency,,,CO_358:0000880,FSCI - Measurement,Measurement,Fiber Spinning Consistency Index (SCI)  is an HVI measurement calculated value based on a regression equation. This equation takes into account all HVI properties and calculates one value to be used on each sample tested. The SCI is an index derived with data from a large number of cotton samples having a wide range in properties that is related to test data from yarn spun from each sample,SCI = – 414.67 + (2.9 x Strength) – (9.32 x Mic) + (49.17 x Length in inch) + (4.74 x Uniformity Index) + (0.65 x Rd) + (0.36 x +b),https://www.texfilesbd.com/study/yarn-engineering/definition-of-hvi-parameters/,CO_358:0001058,index,Numerical,2,0,,,,,,,,,,,,
